SampleID	MJ006-1-barcode40-umi107332bins-ubs-4	MJ006-2-barcode50-umi50296bins-ubs-7	MJ006-1-barcode46-umi100611bins-ubs-4	MJ005-barcode65-umi8101bins-ubs-23	MJ006-1-barcode33-umi150609bins-ubs-3	MJ006-1-barcode45-umi127614bins-ubs-3	MJ006-2-barcode69-umi110711bins-ubs-4	MJ006-1-barcode31-umi239522bins-ubs-3	MJ006-2-barcode58-umi276347bins-ubs-3	MJ006-1-barcode38-umi103067bins-ubs-4	MJ006-1-barcode38-umi138790bins-ubs-3	MJ005-barcode33-umi46532bins-ubs-7	MJ006-2-barcode69-umi128054bins-ubs-4	MJ006-1-barcode40-umi115234bins-ubs-4	MJ006-2-barcode69-umi62539bins-ubs-7	MJ006-2-barcode67-umi38620bins-ubs-11	MJ006-2-barcode65-umi143013bins-ubs-3	MJ006-1-barcode29-umi118459bins-ubs-5	MJ006-2-barcode63-umi107469bins-ubs-4	MJ006-2-barcode65-umi48515bins-ubs-8	S-GCF-003481765.1-NZ-QULR01000098.1	MJ006-1-barcode39-umi131137bins-ubs-4	RS-GCF-003481015.1-NZ-QUKE01000021.1	MJ006-1-barcode48-umi160979bins-ubs-4	MJ006-2-barcode73-umi176140bins-ubs-3	MJ006-1-barcode25-umi48251bins-ubs-7	MJ006-2-barcode62-umi183899bins-ubs-3	MJ006-2-barcode62-umi107096bins-ubs-4	MJ006-2-barcode50-umi133669bins-ubs-5	MJ005-barcode57-umi51662bins-ubs-5	MJ005-barcode26-umi86829bins-ubs-4	MJ006-2-barcode50-umi146289bins-ubs-3	MJ006-1-barcode39-umi147435bins-ubs-4	MJ005-barcode81-umi85457bins-ubs-4	MJ006-2-barcode68-umi139471bins-ubs-3	MJ005-barcode26-umi62651bins-ubs-4	MJ005-barcode81-umi51374bins-ubs-6	MJ006-1-barcode25-umi113087bins-ubs-4	MJ005-barcode26-umi77756bins-ubs-3	MJ006-1-barcode26-umi116737bins-ubs-5	MJ006-2-barcode63-umi127743bins-ubs-5	MJ006-1-barcode29-umi101767bins-ubs-4	MJ006-2-barcode65-umi159981bins-ubs-3	MJ006-2-barcode65-umi157220bins-ubs-3	MJ006-2-barcode65-umi45055bins-ubs-8	MJ006-2-barcode60-umi100713bins-ubs-5	G000212375	CP002689	MJ006-2-barcode70-umi126108bins-ubs-4	RS-GCF-000174775.1-NZ-ACLR01000152.1	RS-GCF-902385375.1-NZ-CABMEW010000017.1	G000154525	MJ006-2-barcode71-umi65994bins-ubs-6	MJ006-1-barcode26-umi106267bins-ubs-4	MJ006-1-barcode34-umi121834bins-ubs-4	MJ010-1-barcode30-umi105810bins-ubs-5	GB-GCA-905197405.1-CAJJYN010000035.1	MJ005-barcode27-umi65786bins-ubs-4	MJ006-1-barcode34-umi45460bins-ubs-8	MJ010-1-barcode30-umi166121bins-ubs-3	MJ006-2-barcode52-umi105573bins-ubs-5	MJ005-barcode81-umi11184bins-ubs-16	RS-GCF-015286725.1-NZ-CP063911.1--3	MJ006-2-barcode69-umi105244bins-ubs-4	MJ010-2-barcode55-umi157615bins-ubs-3	RS-GCF-902399785.1-NZ-CABOGP010000217.1	GB-GCA-003477505.1-QUDN01000082.1	MJ006-1-barcode38-umi121690bins-ubs-4	GB-GCA-000509105.1-BAIF02000133.1	MJ006-1-barcode39-umi153479bins-ubs-3	MJ006-1-barcode38-umi118631bins-ubs-4	G003481355	G000177335	MJ006-1-barcode49-umi89662bins-ubs-7	RS-GCF-003473495.1-NZ-QUCI01000034.1	GB-GCA-014864425.1-WHBB01000019.1	MJ006-2-barcode68-umi182002bins-ubs-3	MJ007-1-barcode38-umi26862bins-ubs-6	MJ006-2-barcode53-umi133722bins-ubs-4	MJ006-2-barcode50-umi159672bins-ubs-3	MJ006-1-barcode29-umi136949bins-ubs-3	MJ006-1-barcode39-umi140274bins-ubs-3	MJ005-barcode33-umi69682bins-ubs-3	RS-GCF-009760995.1-NZ-WIOW01000080.1	GB-GCA-003434745.1-QVIB01000074.1	RS-GCF-002966755.1-NZ-CP020025.1--7	MJ005-barcode57-umi33464bins-ubs-8	FP929032	MJ006-1-barcode37-umi100863bins-ubs-4	MJ006-2-barcode70-umi178533bins-ubs-3	MJ006-1-barcode27-umi148860bins-ubs-3	MJ006-1-barcode33-umi104545bins-ubs-4	MJ006-1-barcode38-umi143167bins-ubs-3	GB-GCA-905212165.1-CAJMDO010000177.1	GB-GCA-016586755.1-BNFN01000001.1--7	MJ006-2-barcode52-umi114699bins-ubs-4	GB-GCA-008679315.1-NANK01000003.1	RS-GCF-000183445.1-NZ-AENT01000008.1	MJ006-1-barcode39-umi161269bins-ubs-3	RS-GCF-009495095.1-NZ-VZAR01000095.1	MJ006-2-barcode53-umi134820bins-ubs-4	MJ006-2-barcode50-umi102641bins-ubs-6	MJ006-2-barcode60-umi196268bins-ubs-3	MJ006-1-barcode43-umi42311bins-ubs-8	MJ006-2-barcode66-umi31583bins-ubs-10	MJ009-1-barcode40-umi104913bins-ubs-3	MJ030-1-barcode27-umi116353bins-ubs-3	RS-GCF-902497355.1-NZ-LR700178.1	MJ006-2-barcode73-umi105490bins-ubs-4	RS-GCF-000273215.1-NZ-JH724241.1	RS-GCF-016888565.1-NZ-JAFEKK010000002.1	GU938836	MJ006-1-barcode39-umi123867bins-ubs-4	MJ006-2-barcode52-umi145578bins-ubs-5	MJ005-barcode51-umi84725bins-ubs-3	MJ005-barcode41-umi85944bins-ubs-3	MJ006-1-barcode41-umi112991bins-ubs-4	MJ006-2-barcode58-umi100403bins-ubs-5	RS-GCF-003473415.1-NZ-QRNO01000114.1	GB-GCA-017851145.1-JAFIKU010000077.1	MJ006-1-barcode45-umi136843bins-ubs-3	MJ006-2-barcode62-umi121076bins-ubs-4	MJ006-2-barcode60-umi152122bins-ubs-3	MJ006-1-barcode37-umi103119bins-ubs-5	RS-GCF-900258545.1-NZ-LT984899.1--2	G900539925	AF542230	MJ006-1-barcode49-umi129075bins-ubs-3	MJ006-2-barcode67-umi55629bins-ubs-7	MJ006-1-barcode38-umi82781bins-ubs-5	RS-GCF-013293605.1-NZ-JAAKAK010000037.1	MJ006-1-barcode30-umi107525bins-ubs-5	MJ006-1-barcode38-umi137655bins-ubs-3	MJ006-1-barcode38-umi121737bins-ubs-4	MJ006-2-barcode59-umi114073bins-ubs-4	MJ006-1-barcode28-umi143227bins-ubs-3	MJ006-1-barcode26-umi108328bins-ubs-4	GU562446	G902387315	MJ006-2-barcode53-umi77499bins-ubs-7	GB-GCA-000268125.1-AKNH01000067.1	MJ006-2-barcode59-umi171842bins-ubs-3	MJ006-1-barcode48-umi169942bins-ubs-3	MJ006-1-barcode45-umi38159bins-ubs-10	AAVP02000040	MJ005-barcode33-umi81819bins-ubs-3	AY574991	G000153925	GB-GCA-000185545.1-GL622464.1	MJ009-1-barcode40-umi95011bins-ubs-3	MJ005-barcode34-umi178bins-ubs-210
Sample34	0.00638929	0	0	0	0	0	0.00577356	0.010265866	0.003015011	0.012119727	0.008825669	0.003300381	0	0	0	0	0	0	0	0	0	0.012102367	0.007076455	0.00953249	0.003398709	0.006020843	0.00166382	0.002776136	1.27E-05	0.000529202	0.013171533	0.003266369	0.008939899	0	0	0	0	0	0	0	0.013146284	0.007730311	0.004604535	0.008739808	0.000922423	0.012094847	0.001608981	0.004418566	0.010994368	0.008050394	0.0053053	0.006380821	0.011517329	0.004582475	0.011720873	0.001187849	0.010469452	0.011422989	0.002450483	0.005800079	0.002230555	0.009523395	0.007215254	0.010275233	0.00317783	0.003424615	0.000671146	0.004340728	0.007544068	0.011562985	0.008988645	0.005868139	0.012845862	0.009693768	0.012536483	0.00711067	0.003489433	0.000711982	0.00978595	0.001634885	0.004080711	0.007176481	0.007607035	0.008094477	0.002240739	0.005117985	0.008318356	0.013070923	0.009806791	0.012434572	0.010272862	0.007974981	0.002588032	0.008985386	0.00840172	0.008119896	0.006601185	0.007125073	0.004507514	0.006999138	0.002662598	0.010851895	0.002503845	0.00114515	0.005879591	0.008872467	0.005899414	0.003730008	0.007522861	0.004676792	0.012572906	0.01243513	0.006770814	0.00441912	0.009934846	0.000494806	0.006398792	0.004532864	0.012406702	0.000161773	0.00745067	0.009982438	0.006536925	0.001151036	0.013106538	0.006981587	0.008277815	0.003188955	0.00651644	0.005783946	0.001009423	0.001430797	0.011287199	0.00323222	0.002627588	0.006805043	0.010360939	0.000834896	0.007774041	0.001606682	0.000491411	0.000710867	0.01124261	0.009875844	0.000608536	0.005901881	0.011375087	0.00353666	0.005683714	0.000538064	0.005683714
Sample35	0.006774896	0	0	0	0	0	0.005533599	0.001500998	0.011565032	0.014577423	0.014634753	0.01305065	0	0	0	0	0	0	0	0	0	0.011624455	0.000706843	0.00610532	0.011475592	0.00767339	0.006869346	0.003139746	0.004315607	0.010711822	0.007030405	0.00647126	0.001251901	0	0	0	0	0	0	0	0.007237175	0.001585503	0.007313314	0.0096344	0.005109407	0.011061186	0.008155143	0.01130522	0.007838613	0.001650532	0.003893397	0.002536935	0.011425628	0.009559633	0.008503577	0.003783703	0.002313783	0.009509987	0.005961041	0.002838592	0.007752077	0.000507071	0.004100563	0.007068752	0.002232131	0.014854711	0.003154488	0.00163878	0.002558809	0.009668519	0.005349392	0.007108323	0.000264124	0.000432865	0.005604851	0.010266865	0.011129088	0.001090062	0.006768219	0.011480984	0.004877534	0.010429175	0.001680801	0.011759636	0.009446779	0.011834312	0.008506328	0.004568659	0.01179467	0.003464383	0.004176022	0.008810456	0.009621439	0.011684318	0.002574745	0.010032309	0.009284888	0.000802015	0.00486811	0.003554884	0.003828007	0.012357458	0.008080899	0.009022515	0.012277888	0.004742123	0.010080612	0.005462857	0.010931644	0.002271199	0.011914166	0.002750364	0.004101194	0.009506733	0.004950229	0.00764634	0.00558911	0.009332961	0.002870546	0.000734925	0.003770666	0.005962936	0.002112322	0.004460457	0.005028525	0.000721521	0.007333249	0.01111783	0.001907689	0.007515551	0.008357	0.005271811	0.008814092	0.005163654	0.006344223	9.24E-05	0.008696199	0.008314299	0.00048277	0.004629584	0.012308239	0.005289436	0.006310381	0.009797142	0.009017307	0.007317697	0.010029878	0.01086668	0.005743927	0.00597299	0.005743927
Sample36	0.00601346	0	0	0	0	0	0.00107097	0.008562867	0.006498108	0.013672577	0.003177595	0.012873721	0	0	0	0	0	0	0	0	0	0.001675437	0.003866428	0.010125581	0.006122047	0.002952874	0.0021572	0.004319066	0.012200889	0.004452732	0.012826556	0.006298638	0.002325676	0	0	0	0	0	0	0	0.00365829	0.002392364	0.000510945	0.000283586	0.010053376	0.001745042	0.006071348	0.007864973	0.005560312	0.000351864	0.010170409	0.000136469	0.009889875	0.01159573	0.005618571	0.006951724	0.006191585	0.005052206	0.011519404	0.011603895	0.004359136	0.007984045	0.012031922	0.014985847	0.007927982	0.007053587	0.004341181	0.012446842	0.001853832	0.007526602	0.003667704	0.003621727	0.005256781	0.012965045	0.013852334	0.007509886	0.001071846	0.002005791	0.005705841	0.006626137	0.00335931	0.00410784	0.001128894	0.003936009	0.012546619	0.012262976	0.004346959	0.007410092	0.011807198	8.03E-05	0.010523252	0.012310514	0.001185473	0.002095706	0.012471173	0.006977655	0.000184282	0.003344247	0.00584059	0.008994452	0.009516945	0.012921282	0.003732101	0.006986481	0.00692292	0.005265565	0.002195842	0.012688084	0.011076666	0.006468719	0.007830556	0.002950011	0.007058744	0.009021209	0.006687236	0.012854609	0.007935651	0.004815504	0.010023085	0.002212725	0.00499129	0.004503775	0.005605164	0.01014806	0.006284912	0.010306874	0.007483238	0.004440306	0.010514102	0.00309317	0.002912651	0.006548808	0.003386009	0.000117956	0.008415365	0.006634363	0.005783139	0.012551942	0.007414573	0.011207958	0.001810164	0.007388706	0.011266995	0.009724906	0.009320337	0.004829391	0.001200061	0.005943873	0.005120624	0.01125506	0.005120624
Sample37	0.00400501	0	0	0	0	0	0.015866421	0.00727874	0.00526894	0.008635461	0.011289246	0.004488891	0	0	0	0	0	0	0	0	0	0.004233103	0.013335304	0.005623447	0.006083038	0.007886316	0.013450703	0.003304762	0.00931897	0.009793652	0.008307334	0.001211626	0.00925865	0	0	0	0	0	0	0	0.006296647	0.002976294	0.001829895	0.013039886	0.000993962	0.002723315	0.004757715	0.008483931	0.007452104	0.001718624	0.003963067	0.003265785	0.002920963	0.00562387	0.009630149	0.002974447	0.005015646	0.005347194	0.013356537	0.013058478	0.010944744	0.00330555	0.000930654	0.005201757	0.004379244	0.008304415	0.012765854	0.011740637	0.011556539	0.00491985	0.009400388	0.004279127	0.000833101	0.009596415	0.012821312	0.005597036	0.00450544	0.009484419	0.010481148	0.004159582	0.011101903	0.004020363	0.00610511	0.00994458	0.009478163	0.013505797	0.003079883	0.009059567	0.008339581	0.012517245	0.002138812	0.01028353	0.007773106	0.003757038	0.006489595	0.004565589	0.007924183	0.012160264	0.007787283	0.008641064	0.007095733	0.000699871	0.003185174	0.006729884	0.004243577	0.002486268	0.00689582	0.004415579	0.003530545	0.006346661	0.001823139	0.012690242	0.011868931	0.009679243	0.001452854	0.010612897	0.011051707	0.010501928	0.001558891	0.008807745	0.011412377	0.007897373	0.008841934	0.006269761	0.007231964	0.000470227	0.008740105	0.001114082	0.005950381	0.004003106	0.007460679	0.001824946	0.009460698	0.010874627	0.002234457	0.001426855	0.001990445	0.011997858	0.007224878	0.006391466	0.001459666	0.008885002	0.011873	0.009661214	0.008563538	0.001029706	0.001537431	0.000674477	0.00352195	0.001855656	0.00352195
Sample38	0.003982381	0	0	0	0	0	0.001722875	0.011269901	0.00421287	0.009787311	0.005221499	0.015278374	0	0	0	0	0	0	0	0	0	0.000833041	0.010488054	0.008248003	0.008261176	0.001637961	0.008297483	0.012538133	0.011636341	0.005604047	0.000509803	0.004623475	0.010546132	0	0	0	0	0	0	0	0.003977216	0.006703946	0.000842977	0.012411609	0.004594971	0.006098392	0.004534022	0.008709999	0.008451198	0.009128718	0.003421959	0.004028462	0.001598417	0.008365411	0.000507878	0.007627433	0.011098784	0.011368519	0.005730478	0.005861489	0.000982256	0.008560092	0.010480654	0.003746653	0.006451811	0.012846004	0.013432242	0.003103386	0.007026209	0.002456537	0.001300145	0.011627432	0.010471058	0.009699326	0.012307331	0.010767401	0.00559018	0.004369539	0.006973959	0.001165821	0.009656085	0.007432853	0.002381204	0.00240216	0.002351323	0.000727446	0.007501298	0.010724258	0.000223307	0.000625382	0.007309514	0.010458145	0.004169739	0.004461669	0.007610386	0.003499418	0.000339568	0.009382754	0.007984347	0.007411425	0.009465139	0.008617083	0.002627401	0.004498252	0.001609378	0.001657194	0.008629397	0.010957184	0.012286089	0.008018768	0.002349443	0.001348276	0.010373348	0.007385908	0.007890358	0.009972773	0.008975002	0.010649093	0.000717384	0.009539623	0.010858314	0.003651565	0.008173186	0.004009237	0.012225324	0.000426541	0.007399133	0.002124866	0.00908913	0.002244656	0.003003887	0.006309004	0.011674835	0.002701832	0.001840746	0.009685823	0.006388749	0.011635914	0.001871049	0.008243128	0.00297193	0.002000527	0.008721711	0.009460355	0.00963287	0.003949264	0.005716873	0.005174502	0.012558639	0.003729589	0.012558639
Sample39	0.004500479	0	0	0	0	0	0.013674913	0.00157958	0.010022639	0.013845423	0.002576014	0.01478182	0	0	0	0	0	0	0	0	0	0.005380307	0.010120631	0.001798554	0.001657819	0.008185124	0.002508384	0.001241707	0.002122497	0.011750879	0.010450017	0.00450409	0.008342761	0	0	0	0	0	0	0	0.011334167	0.007244631	0.010588929	0.012614552	0.002081378	0.008800172	0.008577755	0.012466111	0.012537925	0.008735307	0.003099048	0.010158508	0.001361528	0.009931353	0.011578695	0.004870062	0.008022374	0.005471888	0.005568853	0.003948259	0.009695127	0.011909195	0.011967385	0.002668092	0.013353241	0.011257126	0.003859644	0.000855934	0.00340922	0.011604292	0.008054729	0.009172608	0.003271261	0.009151408	0.012202732	0.0047745	0.007972992	0.001858509	0.01046951	0.002989856	0.008297733	0.005154553	0.00758233	0.001366889	0.000215149	0.011570659	0.00342999	0.010427193	0.012712834	0.002689638	0.003373263	0.008432305	0.012281568	0.011650165	0.006397129	0.010114677	0.001726836	0.012434088	0.012267633	0.002082812	0.003808991	0.001274082	0.003456547	0.010379855	0.00481259	0.001124507	0.004353485	0.012484275	0.008010268	0.005294025	0.002118553	0.012545253	0.010442102	0.003580701	0.000891351	0.000720339	0.001531342	0.007388015	0.011814892	0.006319122	0.010723193	0.005672168	0.009013962	0.009310226	0.00221301	0.004595065	0.008107184	0.000899339	0.004599189	0.006803237	0.012673071	0.006036589	0.010381139	0.005496371	0.010130965	0.007574331	0.011278469	0.005227641	0.007687417	0.00801453	0.00530957	0.001835808	0.001190179	0.009423374	0.011112316	0.003008221	0.002690598	0.009363179	0.004070957	0.006437445	0.004070957
Sample40	0.002504113	0	0	0	0	0	0.00221697	0.000132809	0.00030776	0.009038873	0.007017123	0.007982034	0	0	0	0	0	0	0	0	0	0.003039663	0.008064369	0.010657029	0.005336964	0.003316766	0.011133061	0.008593893	0.005753744	0.006264994	0.002622802	0.008048603	0.004606515	0	0	0	0	0	0	0	0.009228622	0.007527691	0.006322352	0.002469475	0.00595728	0.00315649	0.01174724	0.004306868	0.012227764	0.006844818	0.00810949	0.006971751	0.001661341	0.004825818	0.001273108	0.007999184	0.00573819	0.009989894	0.002831002	0.002113148	0.005217602	0.011898032	0.009122334	0.006455142	0.007970582	0.001297628	0.015171207	0.008557155	0.003664796	0.007522207	0.001405833	0.012402047	0.002244367	0.008321182	0.009550053	0.009214011	0.009974953	0.0086472	0.007890621	0.011459954	0.001009624	0.004249187	0.003188192	0.012686819	0.005000049	0.009407281	0.00879237	0.002723278	0.003068904	0.003611899	0.005279174	0.003008905	0.000252339	0.011292048	0.012399134	0.004386013	0.004346675	9.11E-05	0.008734915	0.01059925	0.001882557	0.002050232	0.010145245	0.007913622	0.000576042	0.007993957	0.003966729	0.0047347	0.009883912	0.010412999	0.005140871	0.012162134	0.005219278	0.009910937	0.006213337	0.011524969	0.011656316	0.001122496	0.012025257	0.010600469	0.010161006	0.002579848	0.010338317	0.010916324	0.003712901	0.012227713	0.000640241	0.001924944	0.006902934	0.007393595	0.008284197	0.000217896	0.012331809	0.000572544	0.00183702	0.000179957	0.007278875	0.011970986	0.008551247	0.010563521	0.00017054	0.006959871	0.000365586	0.0092899	0.00092727	0.008788649	0.006461717	0.009825069	0.006231485	0.001918169	0.006231485
Sample41	0.010190486	0	0	0	0	0	0.008148614	0.001145951	0.009853703	0.003980242	0.01263392	0.01285602	0	0	0	0	0	0	0	0	0	0.011177906	0.011215487	0.001299999	0.00118843	0.003441272	0.011459308	0.001688605	0.009431853	0.001325255	0.008163015	0.00466443	0.010334658	0	0	0	0	0	0	0	0.007775749	0.001665129	0.005600736	0.002107246	0.009174455	0.009941062	0.001385919	0.006630358	0.010671469	0.012263599	0.006727009	0.012448519	0.007017447	0.005163838	0.011111337	0.006458001	0.006181854	0.006423022	0.01109276	0.010898313	0.005286053	0.004366179	0.006444185	0.009003883	0.003746619	0.012480835	0.007647424	0.004375948	0.001399339	0.003128837	0.012435445	0.003996761	0.002212032	0.006034746	0.008215705	0.000460581	0.004233155	0.007127743	0.007227351	0.00467087	0.005859601	0.012648144	0.00494321	0.003382734	0.003189383	0.00599665	0.009949603	0.002698415	0.009291676	0.00027706	0.005487961	0.010163719	0.004437352	0.007384874	0.002685198	0.009720031	0.000684849	0.011168184	0.002596344	0.011454486	0.004618082	0.009467049	0.004181805	0.01186731	0.001658928	0.002338583	0.006458623	0.001073382	0.002567312	0.012363202	0.012791872	0.004928942	0.012094912	0.007137124	0.003533587	0.009201321	0.008631517	0.012957397	0.003472081	0.008803881	0.000681504	0.001488746	5.13E-05	0.013092789	0.010509668	0.010305957	0.006677337	0.003930835	0.00198154	0.003729197	0.004925168	0.009907552	0.007069491	0.001015024	0.000236177	0.001340537	0.005377473	0.012224691	0.008349879	0.010503802	0.006109439	0.004737773	0.001420029	0.009260699	0.010259282	0.002202323	0.006710539	0.006384539	0.008188608	0.01239491	0.008188608
Sample42	0.009421613	0	0	0	0	0	0.012079904	0.011754526	0.002210991	0.013586754	0.00251536	0.004894273	0	0	0	0	0	0	0	0	0	0.008475227	0.000738172	0.011327182	0.006932743	0.00713681	0.00760519	0.002313183	0.002677149	0.004317468	0.00803721	0.002845444	0.00157538	0	0	0	0	0	0	0	0.009444715	0.008704975	0.010600049	0.012695499	0.009370175	0.002110563	0.003296733	0.011405103	0.002834452	0.000982107	0.009523915	0.005451067	0.012459309	0.008805843	0.001224466	0.012836004	0.003501418	0.004566578	0.005447466	0.000693686	0.00672388	0.001669996	0.005429995	0.005699232	0.012559088	0.013051974	0.002493046	0.004963886	0.005056	0.002050421	0.010812767	0.009577383	0.002578176	0.004966198	0.007407403	0.00850726	0.001643635	0.013351656	0.010572104	0.005284664	0.007834992	0.012341516	0.007503688	0.002363082	0.005128453	0.011417983	0.008724021	0.008812199	0.011738615	0.012106306	0.012455957	0.001284461	0.007368629	0.010028081	0.010250407	0.008216234	0.002258657	0.010798778	0.009751846	0.001166462	0.006280976	0.002356026	0.00457016	0.000244857	0.005421322	0.007446509	0.008390472	0.008985077	0.011325172	0.002917828	0.001631581	0.011531633	0.002120872	0.013200335	0.011409768	0.00678294	0.013290544	0.001318689	0.004104158	0.008642923	0.004739841	0.012572148	0.000888717	0.00744021	0.008001592	0.008839334	0.003462267	0.004937009	0.011425237	0.002639942	0.011197558	0.007619557	0.010321648	0.009663769	0.002810149	0.00770294	0.011750826	0.005851777	0.013089705	0.006123959	0.001933623	0.005273778	0.003219067	0.008934744	0.011755904	0.011934018	0.004742274	0.001127487	0.009812063	0.004218542	0.009812063
Sample43	0.012071875	0	0	0	0	0	0.005800469	0.005664012	0.008109554	0.012470853	0.005578094	0.008083467	0	0	0	0	0	0	0	0	0	0.006546751	0.007012414	0.004618287	0.00104687	0.002484243	0.012216252	0.005251438	0.005996477	0.000677275	0.000482694	0.009215165	0.006914054	0	0	0	0	0	0	0	0.003179687	0.008290749	0.008364427	0.010594336	0.005367196	0.000939081	0.003516378	0.012592228	0.00766141	0.009119511	9.45E-05	0.006658498	0.000482211	0.007314119	0.011831114	0.012443353	0.006945637	0.005887538	0.012142657	0.008655307	0.0008339	0.005984173	0.003086942	0.007243898	0.007022809	0.008976072	0.005501033	0.002110734	0.006472362	0.010667393	0.008531986	0.004347736	0.012020667	0.011721083	0.00654195	0.000506482	0.00952518	0.01063408	0.012436228	0.011433633	0.007716356	0.006810717	0.000357734	0.003169323	0.005905654	0.008075735	0.007160207	0.009542234	0.003594765	0.007259155	0.001132552	0.005315246	0.009638922	0.008909605	0.012728908	0.003570662	0.006401304	0.004234183	0.005661371	0.011011073	0.008791498	0.011338611	0.002614943	0.01122194	0.000767894	0.011417737	0.004228315	0.004042181	0.006579898	0.01208706	0.000613949	0.004525865	0.011006214	0.00508896	0.002558995	0.00545824	0.004954018	0.011762311	0.009790202	0.006490301	0.012699712	0.005978416	0.000748306	0.00337	0.005603131	0.002016064	0.012175397	0.009853349	0.00344726	0.00759133	0.009270002	0.012094625	0.011328256	0.006619777	0.00995362	0.007223077	0.00710177	0.001474336	0.00162076	0.006804052	0.00345464	0.000270306	0.003370782	0.008575936	0.007648796	0.006928177	0.012448436	0.006221723	0.000817224	0.007088716	0.000817224
Sample44	0.013237383	0	0	0	0	0	0.009685775	0.006385236	0.000646565	0.005465713	0.004174233	0.010797875	0	0	0	0	0	0	0	0	0	0.010805574	0.008492358	0.012707909	0.009363708	0.012127092	0.006782293	0.001535324	0.006927162	0.001663964	0.007770676	0.006327998	0.008165207	0	0	0	0	0	0	0	0.007918869	0.003920479	0.005387943	0.002855179	0.012669574	0.001713297	0.004876717	0.000338884	0.002908685	0.010236043	0.002638455	0.001050048	0.006222553	0.000130749	0.001111726	0.010592183	0.010118035	0.012002237	0.011207149	0.008959991	0.000686356	0.010267224	0.011089052	0.012576156	0.008002571	0.003665468	0.013304016	0.009536893	0.012862888	0.002041941	0.002959638	0.002777777	0.010394325	0.002451328	0.006500555	0.013096334	0.000325483	0.010954401	0.004791863	0.011037963	0.007273964	0.011825083	0.012147215	0.000119325	0.000989046	0.003283507	0.008778212	0.011649876	0.006032235	0.00796058	0.002472215	0.010557309	0.012686711	0.003522731	0.006489746	0.001129431	0.007333194	0.00659411	0.001894315	0.005797791	0.004381853	0.006843921	0.007680979	0.000111421	0.009980753	0.009351332	0.004803923	0.000694266	0.009901099	0.012527322	0.003149639	0.004243093	0.002410745	0.007566638	0.002030777	0.004671558	0.009141472	0.007346039	0.005068538	0.005511662	0.007372202	7.69E-05	0.001029673	0.011557884	0.001021399	0.009269877	0.012066493	0.003550072	0.004859073	0.007461524	0.011563798	0.012353289	0.009699527	0.001136036	0.008776097	0.005381219	0.006173342	0.000644591	0.00250582	0.010367752	0.005953765	0.003956364	0.003536085	0.008460621	0.009823279	0.003571474	0.001541061	0.00330501	0.012075914	0.00762766	0.012075914
Sample45	0.008333789	0	0	0	0	0	0.002016198	0.008386573	0.01463068	0.004816939	0.013583582	0.011936359	0	0	0	0	0	0	0	0	0	0.005290061	0.00631466	0.007040465	0.010653386	0.0022349	0.010516317	0.009019863	0.007236304	0.009106426	0.00536363	0.001801654	0.008666905	0	0	0	0	0	0	0	0.009846213	0.010338012	0.006438644	0.011647788	0.003484497	0.005345157	0.011697898	0.011667434	0.008926581	0.011182174	0.001155647	0.01126047	0.004173817	0.002321512	0.003116107	0.005441097	0.003270007	0.004173136	0.001757144	0.003855617	0.007449968	0.005752034	0.004513571	0.01166074	0.013958012	0.011822222	0.005186366	0.009691118	0.001978472	0.001696474	0.004499359	0.010514637	0.003206952	0.00082343	0.005894878	0.011179107	0.008250565	0.003296163	0.007228819	0.00686801	0.008532439	0.003035626	0.011252763	0.004027347	0.009036178	0.00020991	0.004851235	0.004578544	0.007075058	0.000946878	0.010285898	0.002835062	0.008813651	0.010456183	0.007314492	0.009644788	0.008616071	0.004628273	0.010529688	0.003836411	0.007436027	0.009703558	0.004933233	0.003941416	0.005979748	0.010648216	0.012105684	0.007095874	0.00861094	0.01175878	0.001282879	0.00302119	0.009228432	0.010723472	0.011156769	0.005403848	0.001163023	0.005699022	0.003003694	0.003790784	0.010053348	0.000983209	0.010773419	0.005567379	0.007759536	0.001167089	0.004391727	0.001167723	0.012517337	0.0105089	0.005983481	0.002910849	0.012151681	0.004485945	0.002095689	0.007331251	0.012286013	4.99E-05	0.0030999	0.012216674	0.00222719	0.001474199	0.003828203	0.007569129	0.006210996	0.012947197	0.00884143	0.000964304	0.012924649	0.005309951	0.012924649
